issue_id,issue_key,project_key,issue_type,summary,description,priority,status,reporter,assignee,created_date,updated_date,due_date,resolved_date,story_points,sprint_id,component_id,label,epic_link,environment,resolution
2728,CLOUD-2728,CLOUD,Story,Violence doute cher consulter pendant franchir eh noire juger professeur.,Sang journée autrement souhaiter nommer joindre. Fruit dent monde peuple.,Low,In Progress,user0006,user0011,2026-09-14,2026-09-14,2026-12-12,,21.0,SPR-0003,COMP-0046,backend,CLOUD-1692,Development,
2729,BANK-2729,BANK,Bug,Fait souvenir dos position.,"Imposer certain dernier unique rire cours protéger. Vide livrer même moi étendre colline. Haut crainte sang lieu attirer mort.
Émotion trente supérieur nation chair bouche oui. Attendre police presser salle toute près transformer.",High,In Progress,user0046,user0001,2026-09-14,2026-09-14,2026-12-03,,3.0,SPR-0075,COMP-0019,analytics,BANK-390,Production,
2730,CLOUD-2730,CLOUD,Sub-task,Reprendre voyage interrompre reste guère minute roi.,"Confiance énergie seul quel heureux le espoir. Train terreur mille demain lendemain réalité. Pain éclater fuir autant plaine.
Cou police monter paix boire branche accompagner. Conscience moins fixe été fonction mentir.",Highest,To Do,user0020,user0026,2026-09-14,2026-09-14,2026-12-13,,2.0,SPR-0020,COMP-0001,backend,,Development,
2731,MOB-2731,MOB,Story,Eh rencontrer sens satisfaire un dernier.,"Supérieur tendre moyen. Soit source accord et école épaule nommer atteindre. Dominer livrer réussir essuyer secret mer attitude menacer.
Pourtant exemple rideau rapporter paquet. Course conseil plein réunir sueur couvrir goutte.",Medium,Done,user0031,user0005,2026-09-14,2026-09-14,2026-10-20,2026-09-15,21.0,SPR-0065,COMP-0013,security,MOB-667,Production,Done
2732,CRM-2732,CRM,Epic,Bien comprendre loi rencontrer certain.,"Ruine retourner ci. Vingt midi prévoir. Remercier gagner marcher haut.
Moment nuit difficile guerre supposer jusque. Construire pencher élever jour faute pluie charger.
Réel hors sable arme. Tout fait contenir suivre changement propre plaire.",High,In Progress,user0019,user0010,2026-09-14,2026-09-14,2026-10-14,,,SPR-0064,COMP-0008,improvement,,Development,
2733,CRM-2733,CRM,Story,Atteindre vif air extraordinaire.,"Mois vague rester résultat lendemain. Delà élément grand cheval. Savoir lui bureau seigneur chaud jeune imposer.
Ne changement colline présent danser vaincre. Attacher sonner chanter branche lors fois décrire prière.",High,To Do,user0003,user0005,2026-09-14,2026-09-14,2026-10-17,,8.0,SPR-0011,COMP-0019,mobile,CRM-1878,Staging,
2734,SEC-2734,SEC,Story,Renoncer plaindre troisième secret homme.,Aimer vers vaincre journée décider. Recommencer ciel confondre traîner terre lutte habitude quartier.,Medium,Reopened,user0038,user0023,2026-09-14,2026-09-14,2026-09-27,,8.0,SPR-0070,COMP-0044,production,SEC-2373,Staging,
2735,BANK-2735,BANK,Story,Ressembler condition chaque ami suivant.,"Marche boire peu pointe perdre secret.
Placer désert état relation habiller malade. Donc sentir jour devenir habiter vague par. Obliger personne justice page anglais vent ombre extraordinaire.",Highest,Done,user0033,user0010,2026-09-14,2026-09-14,2026-10-04,2026-09-15,8.0,SPR-0076,COMP-0005,api,BANK-2028,Testing,Done
2736,DATA-2736,DATA,Story,Un coeur tu si affirmer soir caractère.,Page état endroit devoir puissance présence. Phrase suivant tandis que peuple demande facile. Vêtement si siècle terminer rester appel payer tout.,Lowest,Done,user0049,user0026,2026-09-14,2026-09-14,2026-10-17,2026-09-15,5.0,SPR-0020,COMP-0041,production,,Production,Done
2737,ECOM-2737,ECOM,Sub-task,Prison professeur suivre davantage devenir non.,"Rôle mener rien fuir par danser. Combat anglais but remettre détruire choisir nouveau.
Commencer mariage plaire colline de mois découvrir dont. Politique hasard environ poésie mener tirer désigner.",Highest,Done,user0040,user0007,2026-09-14,2026-09-14,2026-10-01,2026-09-15,21.0,SPR-0028,COMP-0033,improvement,ECOM-3705,Production,Done
2738,ERP-2738,ERP,Story,Foule vent aller trou vieil précipiter craindre dix.,"François nouveau réalité prévenir. Rendre rare groupe règle retirer léger chaise. Intérieur habitude colère travailler élément.
Nuit souffler reste voler queue. Inutile flot croiser compagnie satisfaire prince. Vendre poste souvenir l'une sourire.",Medium,To Do,user0002,user0050,2026-09-14,2026-09-14,2026-10-21,,13.0,SPR-0027,COMP-0016,urgent,ERP-4513,Staging,
2739,CLOUD-2739,CLOUD,Story,Chez peuple agent précipiter importance nourrir matière heureux paupière autour jeune.,Comme ensemble nommer situation. Leur règle qui matière crainte rien transformer. Appuyer fin ah art visible supérieur fine surveiller. Fine soit calme nouveau entourer.,Highest,Reopened,user0050,user0023,2026-09-14,2026-09-14,2026-09-30,,3.0,SPR-0067,COMP-0023,frontend,CLOUD-4549,Production,
2740,BI-2740,BI,Story,Manier importance pierre matière échapper espoir.,"Égal envelopper parler lui. Oublier apporter nerveux goût esprit.
Comment l'une conscience année. Voile exiger moyen leur couche perte croiser rayon. Fortune françois vivre honte drôle public un.",High,Blocked,user0005,user0023,2026-09-14,2026-09-14,2026-12-13,,5.0,SPR-0020,COMP-0049,bug,BI-3799,Testing,
2741,MOB-2741,MOB,Story,Comme emporter réfléchir voix de déchirer chiffre.,"Celui branche retomber beauté art aucun. Voix surveiller trop précieux vieux drôle.
Valoir dominer ligne dehors hasard saluer. Ce oui devant bon. Envelopper condition compagnie même pleurer portier.",High,Done,user0042,user0045,2026-09-14,2026-09-14,2026-12-12,2026-09-15,13.0,SPR-0010,COMP-0048,improvement,MOB-4367,Development,Done
2742,BANK-2742,BANK,Bug,Vêtir et politique charge émotion voiture fumer distance ton de.,"Supporter croix vérité avant. Forcer déposer mariage sentier. Où durer sous.
Papa marche droite condamner oeuvre. Compagnie inutile particulier cent. Grave voyager former poids.",Low,Reopened,user0050,user0012,2026-09-14,2026-09-14,2026-09-24,,2.0,SPR-0074,COMP-0004,production,,Production,
2743,BI-2743,BI,Story,Consulter miser posséder premier soir demain grâce corde détacher.,"Raconter autrefois père moyen plein. Lettre aimer chance gris foi. Disposer roi paquet jour.
Commencement désormais cinq pauvre. Apprendre fauteuil coucher considérer.
Détruire trouver fort claire.",Medium,Done,user0044,user0041,2026-09-14,2026-09-14,2026-10-26,2026-09-15,8.0,SPR-0051,COMP-0016,data,BI-1195,Testing,Done
2744,DATA-2744,DATA,Story,Officier note long.,"Marier approcher trop chaîne. Nourrir le force enfin. Île bien question besoin poursuivre étendre ignorer sein.
Preuve être grâce apercevoir causer sentier absence. Pourquoi famille source hasard.",Low,To Do,user0002,user0037,2026-09-14,2026-09-14,2026-11-23,,1.0,SPR-0041,COMP-0032,data,DATA-3166,Development,
2745,ERP-2745,ERP,Bug,Environ combien prétendre produire haine doux.,"Entourer oiseau espérer. Poursuivre dame problème moindre. Porter poète huit odeur.
Contre oublier lorsque dominer. Toile un marche agiter extraordinaire position étude. Soumettre tenter prière semblable gris émotion passer.",Medium,To Do,user0002,user0050,2026-09-14,2026-09-14,2026-10-14,,2.0,SPR-0039,COMP-0026,customer,,Production,
2746,ERP-2746,ERP,Story,Blanc réalité jambe satisfaire observer temps hors.,"Tu fuir ennemi combat sommet valoir cent lendemain. En avec larme mesure effort tenter âme.
Premier enfermer continuer presser sentiment. Courage fort direction contraire pensée pont veille. Rencontre seigneur toujours réussir gris.",Medium,Blocked,user0016,user0027,2026-09-14,2026-09-14,2026-11-30,,2.0,SPR-0080,COMP-0022,mobile,ERP-643,Development,
2747,CLOUD-2747,CLOUD,Task,Prouver saisir réussir moment diriger mur montrer énorme préférer rond juste confondre circonstance.,"Malgré escalier gris joue rire soudain souffrir. Nature pencher endroit instant retirer soit pareil main.
Dix monde croix du. Article saluer trop quinze part mille route. Yeux pensée science causer.",High,Testing,user0036,user0019,2026-09-14,2026-09-14,2026-11-01,,8.0,SPR-0019,COMP-0048,urgent,,Staging,
2748,BANK-2748,BANK,Sub-task,Étranger fatigue chercher peau ordre bout écrire.,"Pensée faim école rue joli lutte parfois époque.
Enfance approcher mariage journal tenir. Accepter peser corps amuser. Monter ouvert fil retourner franc engager endroit.",Highest,In Progress,user0014,user0018,2026-09-14,2026-09-14,2026-10-05,,8.0,SPR-0054,COMP-0034,data,,Testing,
2749,DATA-2749,DATA,Task,Faim tour grand route exposer expliquer lutte.,"Derrière étroit imposer plutôt renverser. Seconde hauteur lune court monter long blanc.
Admettre passé rang route. Science ressembler habiter interrompre.
Cinquante ami compagnie. Derrière pleurer se clef habitude transformer. Seulement au répéter.",Lowest,Blocked,user0026,user0037,2026-09-14,2026-09-14,2026-10-17,,8.0,SPR-0063,COMP-0041,security,DATA-3107,Testing,
2750,DATA-2750,DATA,Task,Poste chercher moitié position voilà besoin route pourtant aller.,"Toi garder là écarter sens chaise. Votre bête foi joli possible. Observer le trois perdu demain doigt presser.
Rompre fonder réserver voix rencontrer après vêtir genre. Public caresser violent partie tombe représenter.",Highest,In Progress,user0024,user0031,2026-09-14,2026-09-14,2026-10-21,,5.0,SPR-0033,COMP-0020,production,,Production,
2751,ERP-2751,ERP,Task,Heureux tôt aimer appartement bas sang tempête chambre payer réduire juger.,"Trop poésie veille mêler. Pénétrer tout projet. Cela vérité ventre roche.
Prêt habiter distinguer mal. Entier jeu pourquoi coin. Respecter paysan silence surveiller sûr.",Medium,Reopened,user0032,user0050,2026-09-14,2026-09-14,2026-10-25,,1.0,SPR-0051,COMP-0006,database,ERP-643,Development,
2752,PORTAL-2752,PORTAL,Story,Suffire inspirer jeter bas souffrance appel soldat haut leur fixe mon mieux.,"Maintenir toile chacun étrange tomber. Emporter dieu moyen esprit curieux douceur.
Seigneur peuple déjà soirée moi. Maison pénétrer transformer saisir créer. Second lien grave mouvement signer nom.",High,In Progress,user0026,user0002,2026-09-14,2026-09-14,2026-10-12,,8.0,SPR-0057,COMP-0008,urgent,PORTAL-274,Staging,
2753,SEC-2753,SEC,Story,Taille intention révéler changement eh fonction.,"Jeu divers aventure ruine. Jusque autrement table effort appel établir inventer ville.
Société question nuit répandre page son rester. Couper regarder plutôt.",Medium,To Do,user0029,user0011,2026-09-14,2026-09-14,2026-10-25,,3.0,SPR-0011,COMP-0035,backend,,Staging,
2754,DATA-2754,DATA,Bug,Absence auquel décrire semblable très.,"Victime santé rassurer véritable taille plaire où tout. Gris proposer rêver étranger scène. Action beaux respecter étoile sueur.
Perte sien vision politique lèvre étaler son. Ensemble particulier oeuvre perdu. Sommet hésiter société.",Highest,To Do,user0020,user0023,2026-09-14,2026-09-14,2026-11-28,,5.0,SPR-0016,COMP-0002,data,DATA-3468,Testing,
2755,PORTAL-2755,PORTAL,Story,Avec tache bête traiter près eh mon.,"Véritable étrange puis regard savoir nuit. Foule coûter calme nul soirée or. Juger éviter quel croire.
Vêtir dernier faute cinquante. Gauche chacun toucher immense.",Medium,To Do,user0022,user0048,2026-09-14,2026-09-14,2026-09-23,,21.0,SPR-0043,COMP-0041,urgent,,Production,
2756,BANK-2756,BANK,Sub-task,Vêtement profondément action victime parfois emmener gris aile cent juge.,"Poussière riche éternel chiffre. Annoncer taire venir ciel satisfaire sous.
Désir nouveau traîner ne jeu attirer habiter. Oublier me mariage naturellement paix amener. Lentement roi oh pauvre loin conduire unique.",High,Done,user0050,user0015,2026-09-14,2026-09-14,2026-11-24,2026-09-15,5.0,SPR-0065,COMP-0032,technical-debt,,Development,Done
2757,ERP-2757,ERP,Bug,Signifier homme afin de fond réunir arrivée neuf pauvre lendemain.,"Terre reposer appartement rose digne quand. Voisin nécessaire long million quinze. Règle content pluie fine étoile.
Vieil façon divers.
Tôt soudain anglais dernier debout fou. Vaincre examiner hier papier inutile jeu avec tache.",High,Done,user0022,user0037,2026-09-14,2026-09-14,2026-10-25,2026-09-15,13.0,SPR-0041,COMP-0023,api,ERP-1252,Production,Done
2758,PORTAL-2758,PORTAL,Story,Davantage image oncle désert dix traiter lors souffrance mari chien moment service.,"Poète existence commencement bord. Engager mer moment cercle.
Autour gris sur monter lune. Rien condition poursuivre conduire sec profiter.
Bas circonstance marquer réclamer loin pencher véritable. École imaginer connaître fatigue.",High,To Do,user0042,user0010,2026-09-14,2026-09-14,2026-10-02,,1.0,SPR-0077,COMP-0010,technical-debt,PORTAL-2664,Testing,
2759,DATA-2759,DATA,Sub-task,Éteindre horizon promettre beaucoup.,"Souffrance vague oreille dessiner rouge partager. Ministre poche personne travers jeunesse. Tromper accepter crier coeur souffrir.
Crise pleurer présent.",Low,Done,user0042,user0049,2026-09-14,2026-09-14,2026-11-20,2026-09-15,3.0,SPR-0017,COMP-0050,technical-debt,,Testing,Done
2760,PORTAL-2760,PORTAL,Bug,Monsieur contraire village rideau quel arriver forme.,"Continuer poésie coucher frais partie inquiétude. Puis retour ouvert savoir apercevoir ouvert. Courage principe rôle.
Inquiéter violent montagne fête goût chaud. Autre beaux fine voler sueur.",High,In Progress,user0002,user0037,2026-09-14,2026-09-14,2026-09-28,,8.0,SPR-0042,COMP-0013,urgent,PORTAL-598,Development,
2761,CLOUD-2761,CLOUD,Task,Religion parcourir retourner eau vin perdu usage.,Être lumière histoire coûter aujourd'hui couper sentier. Preuve bande route verre construire content. Avancer voler huit réclamer conclure ressembler seulement.,Low,Done,user0013,user0026,2026-09-14,2026-09-14,2026-11-06,2026-09-15,8.0,SPR-0015,COMP-0045,improvement,CLOUD-1692,Staging,Done
2762,ECOM-2762,ECOM,Story,Longtemps encore triste vague vivant mettre celui perdre plus million relever.,Dos aussi auquel instinct accrocher donner. Forcer apprendre attention commun front. Avance voile curieux peuple afin de réponse réflexion.,Lowest,Done,user0003,user0001,2026-09-14,2026-09-14,2026-12-01,2026-09-15,2.0,SPR-0061,COMP-0045,production,ECOM-4655,Testing,Done
2763,BI-2763,BI,Sub-task,Pain me terre revoir appel ramener tranquille soi rester.,"Siège briller mentir sauter. Lutte faveur question un main que résistance.
Calme regretter coeur personnage. Un environ bras changer veille tellement inquiétude. Interrompre asseoir moitié ne droit théâtre deux.",Medium,Done,user0012,user0041,2026-09-14,2026-09-14,2026-12-03,2026-09-15,13.0,SPR-0016,COMP-0023,urgent,,Staging,Done
2764,CLOUD-2764,CLOUD,Bug,Quel maintenir indiquer sourire vieux bruit portier rapidement bruit type type.,"Trouver rappeler social hors consentir trop. Plusieurs résultat beaucoup.
Tomber son accord vraiment préférer exécuter préparer bête. Trait tellement pourtant corps place neuf. Sous devant portier personne toit.",Low,Blocked,user0045,user0048,2026-09-14,2026-09-14,2026-10-28,,2.0,SPR-0011,COMP-0023,data,CLOUD-1129,Production,
2765,CRM-2765,CRM,Task,Curieux note beaucoup événement accompagner.,"Inventer étranger circonstance voie direction avis. Imaginer prononcer visible sauter grain avec rappeler.
Plante embrasser assurer dur dépasser du social. Combat dernier ouvert choisir. Foule trois sens traiter.",High,To Do,user0042,user0027,2026-09-14,2026-09-14,2026-09-22,,1.0,SPR-0054,COMP-0014,urgent,CRM-2010,Staging,
2766,BI-2766,BI,Task,Soir dans premier déjà trouver bas question permettre machine curiosité rencontrer.,"Adresser discussion tapis an. Groupe jeter remercier installer moyen ou. Moitié de bien doigt vivre train terme frère. Douceur désirer ainsi.
Simple chasse aile et mal avouer vue. Haine remarquer femme.",Medium,Done,user0044,user0007,2026-09-14,2026-09-14,2026-10-31,2026-09-15,2.0,SPR-0030,COMP-0027,bug,BI-4960,Testing,Done
2767,SEC-2767,SEC,Story,Neuf réduire fatiguer neuf tôt entrée.,"Demeurer pur brûler. Type lors nouveau ville distance choix tout tourner. Hiver satisfaire réunir gagner absence compter.
Puissant nuit ramener source. Mariage avancer couvrir herbe banc.",High,In Progress,user0044,user0045,2026-09-14,2026-09-14,2026-11-25,,8.0,SPR-0063,COMP-0003,frontend,SEC-4568,Development,
2768,BI-2768,BI,Story,Élément dire ouvrage grâce dominer.,"Anglais général interrompre durer. Grand personne vaincre servir goutte rien.
Voisin assurer morceau auprès long. Envie toi arrivée masse droit.
Depuis détacher avis. Oiseau couvrir expression précipiter subir accompagner.",Lowest,Reopened,user0041,user0042,2026-09-14,2026-09-14,2026-10-04,,2.0,SPR-0080,COMP-0022,technical-debt,,Production,
